Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Away,PASS,GOAL KICK,1,56958,2278.32,56980,2279.2,Player25,Player20,0.06,0.42,0.53,0.55
Away,PASS,,1,56988,2279.52,57028,2281.12,Player20,Player15,0.53,0.56,0.45,0.77
Away,PASS,,1,57096,2283.84,57138,2285.52,Player15,Player16,0.47,0.82,0.31,0.72
Away,PASS,,1,57171,2286.84,57201,2288.04,Player16,Player15,0.3,0.72,0.38,0.92
Away,PASS,,1,57233,2289.32,57301,2292.04,Player15,Player23,0.37,0.94,0.77,0.83
Away,BALL OUT,,1,57398,2295.92,57423,2296.92,Player23,,0.99,0.77,1.01,0.76
Away,BALL LOST,INTERCEPTION,1,57992,2319.68,57997,2319.88,Player15,,0.5,0.87,0.52,0.86
Away,BALL LOST,,1,58243,2329.72,58268,2330.72,Player15,,0.56,1.0,0.72,0.92
Away,PASS,,1,58661,2346.44,58676,2347.04,Player20,Player21,0.15,0.33,0.14,0.43
Away,BALL LOST,INTERCEPTION,1,58680,2347.2,58753,2350.12,Player21,,0.14,0.43,0.38,0.23
Away,BALL LOST,INTERCEPTION,1,60883,2435.32,60945,2437.8,Player25,,0.11,0.55,0.59,0.4
Away,PASS,HEAD,1,61025,2441.0,61040,2441.6,Player17,Player21,0.38,0.42,0.44,0.39
Away,PASS,HEAD,1,61043,2441.72,61101,2444.04,Player21,Player18,0.44,0.39,0.39,0.16
Away,PASS,,1,61105,2444.2,61143,2445.72,Player18,Player22,0.4,0.14,0.5,0.02
Away,PASS,,1,61153,2446.12,61163,2446.52,Player22,Player18,0.5,0.02,0.43,0.05
Away,BALL LOST,THEFT,1,61182,2447.28,61207,2448.28,Player18,,0.42,0.04,0.42,0.08
Away,PASS,,1,61305,2452.2,61342,2453.68,Player17,Player18,0.14,0.23,0.19,0.13
Away,PASS,,1,61373,2454.92,61391,2455.64,Player18,Player16,0.17,0.16,0.11,0.41
Away,PASS,,1,61445,2457.8,61495,2459.8,Player16,Player15,0.14,0.52,0.21,0.82
Away,PASS,,1,61590,2463.6,61618,2464.72,Player15,Player16,0.3,0.96,0.19,0.83
Away,BALL LOST,INTERCEPTION,1,61651,2466.04,61715,2468.6,Player16,,0.21,0.88,0.52,0.91
Away,PASS,,1,62307,2492.28,62324,2492.96,Player21,Player18,0.54,0.14,0.46,0.13
Away,PASS,,1,62346,2493.84,62381,2495.24,Player18,Player17,0.45,0.15,0.37,0.31
Away,PASS,,1,62484,2499.36,62507,2500.28,Player17,Player18,0.35,0.34,0.4,0.18
Away,BALL LOST,THEFT,1,62575,2503.0,62575,2503.0,Player18,,0.46,0.09,0.46,0.06
Away,PASS,,1,62739,2509.56,62760,2510.4,Player18,Player21,0.47,0.01,0.44,0.13
Away,PASS,,1,62804,2512.16,62814,2512.56,Player21,Player18,0.47,0.09,0.44,0.02
Away,PASS,,1,62821,2512.84,62856,2514.24,Player18,Player17,0.44,0.02,0.28,0.25
Away,PASS,,1,62906,2516.24,62946,2517.84,Player17,Player16,0.32,0.37,0.3,0.63
Away,PASS,,1,62991,2519.64,63014,2520.56,Player16,Player20,0.32,0.69,0.39,0.56
Away,PASS,,1,63037,2521.48,63082,2523.28,Player20,Player23,0.39,0.58,0.58,0.75
Away,PASS,,1,63174,2526.96,63229,2529.16,Player23,Player24,0.7,0.55,0.82,0.24
Away,PASS,,1,63259,2530.36,63284,2531.36,Player24,Player22,0.81,0.27,0.89,0.28
Away,PASS,,1,63311,2532.44,63338,2533.52,Player22,Player23,0.92,0.24,0.93,0.45
Away,BALL LOST,INTERCEPTION,1,64182,2567.28,64239,2569.56,Player21,,0.42,0.88,0.71,0.69
Away,PASS,,1,64416,2576.64,64438,2577.52,Player23,Player19,0.54,0.9,0.6,0.93
Away,PASS,,1,64442,2577.68,64467,2578.68,Player19,Player20,0.6,0.92,0.61,0.78
Away,PASS,,1,64535,2581.4,64607,2584.28,Player20,Player18,0.61,0.67,0.72,0.17
Away,PASS,,1,64650,2586.0,64672,2586.88,Player18,Player22,0.75,0.22,0.72,0.32
Away,BALL LOST,INTERCEPTION,1,64701,2588.04,64741,2589.64,Player22,,0.74,0.33,0.93,0.57
Away,PASS,,1,66259,2650.36,66267,2650.68,Player15,Player16,0.09,0.84,0.09,0.73
Away,PASS,,1,66272,2650.88,66305,2652.2,Player16,Player19,0.09,0.72,0.25,0.84
Away,PASS,,1,66338,2653.52,66363,2654.52,Player19,Player20,0.27,0.78,0.25,0.65
Away,BALL LOST,THEFT,1,66429,2657.16,66429,2657.16,Player20,,0.28,0.72,0.26,0.73
Away,PASS,,1,66716,2668.64,66751,2670.04,Player25,Player22,0.07,0.33,0.36,0.14
Away,BALL LOST,THEFT,1,66797,2671.88,66797,2671.88,Player22,,0.38,0.15,0.43,0.2
Away,BALL LOST,FORCED-END HALF,1,67852,2714.08,67857,2714.28,Player25,,0.0,0.51,0.01,0.47
Away,BALL LOST,HEAD-INTERCEPTION,2,68554,2742.16,68613,2744.52,Player17,,0.76,0.66,0.66,0.78
Away,PASS,,2,68981,2759.24,69009,2760.36,Player18,Player21,0.74,1.01,0.75,0.91
Away,PASS,,2,69044,2761.76,69127,2765.08,Player21,Player19,0.75,0.89,0.54,0.29
Away,PASS,,2,69127,2765.08,69186,2767.44,Player19,Player15,0.54,0.29,0.63,0.14
Away,PASS,,2,69186,2767.44,69239,2769.56,Player15,Player24,0.63,0.14,0.38,0.2
Away,PASS,,2,69325,2773.0,69350,2774.0,Player24,Player19,0.31,0.12,0.25,0.04
Away,PASS,,2,69394,2775.76,69434,2777.36,Player19,Player20,0.31,0.09,0.41,0.31
Away,PASS,,2,69518,2780.72,69563,2782.52,Player20,Player17,0.48,0.52,0.57,0.72
Away,PASS,,2,69563,2782.52,69601,2784.04,Player17,Player18,0.57,0.72,0.43,0.98
Away,PASS,,2,69643,2785.72,69660,2786.4,Player18,Player21,0.42,0.95,0.44,0.82
Away,PASS,,2,69725,2789.0,69780,2791.2,Player21,Player18,0.39,0.78,0.18,0.97
Away,PASS,,2,69829,2793.16,69859,2794.36,Player18,Player21,0.13,0.92,0.22,0.67
Away,PASS,,2,70915,2836.6,70958,2838.32,Player16,Player17,0.51,0.29,0.61,0.49
Away,PASS,,2,71016,2840.64,71039,2841.56,Player17,Player16,0.61,0.47,0.61,0.24
Away,PASS,,2,71072,2842.88,71097,2843.88,Player16,Player15,0.62,0.2,0.6,0.06
Away,BALL LOST,INTERCEPTION,2,71115,2844.6,71177,2847.08,Player15,,0.61,0.06,0.29,0.03
Away,PASS,,2,71533,2861.32,71558,2862.32,Player15,Player21,0.33,0.01,0.36,0.11
Away,PASS,,2,71558,2862.32,71578,2863.12,Player21,Player15,0.36,0.11,0.34,0.02
Away,PASS,,2,71598,2863.92,71616,2864.64,Player15,Player21,0.34,0.03,0.38,0.12
Away,PASS,,2,71634,2865.36,71690,2867.6,Player21,Player17,0.39,0.12,0.56,0.48
Away,PASS,,2,71736,2869.44,71768,2870.72,Player17,Player18,0.52,0.65,0.42,0.93
Away,PASS,,2,71829,2873.16,71854,2874.16,Player18,Player23,0.4,0.83,0.29,0.81
Away,PASS,,2,71866,2874.64,71893,2875.72,Player23,Player22,0.29,0.84,0.27,0.99
Away,BALL OUT,,2,71893,2875.72,71972,2878.88,Player22,,0.27,0.99,-0.02,0.71
Away,PASS,HEAD,2,72599,2903.96,72618,2904.72,Player16,Player21,0.51,0.21,0.48,0.22
Away,PASS,HEAD,2,72618,2904.72,72656,2906.24,Player21,Player15,0.48,0.22,0.55,0.12
Away,PASS,,2,72656,2906.24,72686,2907.44,Player15,Player19,0.55,0.12,0.43,0.08
Away,PASS,,2,72716,2908.64,72736,2909.44,Player19,Player23,0.44,0.09,0.35,0.25
Away,PASS,,2,72736,2909.44,72768,2910.72,Player23,Player24,0.35,0.25,0.29,0.05
Away,BALL LOST,INTERCEPTION,2,72842,2913.68,72852,2914.08,Player24,,0.2,0.01,0.18,0.03
Away,PASS,,2,73133,2925.32,73155,2926.2,Player15,Player21,0.17,0.0,0.22,0.13
Away,PASS,,2,73182,2927.28,73197,2927.88,Player21,Player19,0.21,0.13,0.14,0.11
Away,PASS,,2,73197,2927.88,73230,2929.2,Player19,Player15,0.14,0.11,0.12,0.03
Away,PASS,,2,73386,2935.44,73431,2937.24,Player15,Player16,0.24,0.08,0.42,0.07
Away,BALL LOST,INTERCEPTION,2,73483,2939.32,73526,2941.04,Player16,,0.38,0.08,0.17,0.31
Away,PASS,,2,75523,3020.92,75546,3021.84,Player24,Player20,0.49,0.49,0.59,0.48
Away,PASS,,2,75579,3023.16,75617,3024.68,Player20,Player15,0.59,0.46,0.6,0.16
Away,BALL OUT,,2,75724,3028.96,75849,3033.96,Player15,,0.51,0.15,-0.03,0.2
Away,BALL LOST,INTERCEPTION,2,76639,3065.56,76639,3065.56,Player18,,0.42,0.82,,
Away,PASS,,2,76982,3079.28,77017,3080.68,Player18,Player22,0.43,0.83,0.35,0.94
Away,PASS,,2,77017,3080.68,77037,3081.48,Player22,Player23,0.35,0.94,0.28,0.8
Away,PASS,,2,77037,3081.48,77059,3082.36,Player23,Player22,0.28,0.8,0.33,0.83
Away,BALL LOST,THEFT,2,77084,3083.36,77084,3083.36,Player22,,0.33,0.83,,
Away,PASS,,2,78687,3147.48,78717,3148.68,Player19,Player15,0.5,0.2,0.58,0.16
Away,PASS,,2,78791,3151.64,78811,3152.44,Player15,Player20,0.5,0.28,0.53,0.44
Away,PASS,,2,78888,3155.52,78911,3156.44,Player20,Player23,0.47,0.43,0.34,0.6
Away,BALL LOST,THEFT,2,78940,3157.6,78940,3157.6,Player23,,0.33,0.6,,
Away,PASS,,2,79361,3174.44,79409,3176.36,Player15,Player16,0.67,-0.01,0.8,0.13
Away,PASS,,2,79442,3177.68,79499,3179.96,Player16,Player17,0.79,0.19,0.76,0.59
Away,PASS,,2,79672,3186.88,79715,3188.6,Player17,Player16,0.69,0.59,0.67,0.2
Away,PASS,,2,79787,3191.48,79814,3192.56,Player16,Player19,0.58,0.1,0.4,0.24
Away,PASS,,2,79876,3195.04,79903,3196.12,Player19,Player24,0.41,0.34,0.33,0.51
Away,BALL LOST,,2,79903,3196.12,79929,3197.16,Player24,,0.33,0.51,0.38,0.35
Away,PASS,,2,80319,3212.76,80367,3214.68,Player19,Player16,0.77,0.19,0.91,0.24
Away,BALL LOST,INTERCEPTION,2,80367,3214.68,80449,3217.96,Player16,,0.91,0.24,0.55,0.27
Away,BALL OUT,,2,81220,3248.8,81272,3250.88,Player16,,0.88,0.68,1.02,0.9
Away,PASS,HEAD-INTERCEPTION-CLEARANCE,2,82542,3301.68,82594,3303.76,Player21,Player22,0.96,0.5,0.87,0.76
Away,BALL LOST,HEAD,2,82594,3303.76,82684,3307.36,Player22,,0.87,0.76,0.6,0.88
Away,PASS,,2,83615,3344.6,83645,3345.8,Player24,Player19,0.75,0.33,0.65,0.28
Away,PASS,,2,83739,3349.56,83769,3350.76,Player19,Player23,0.55,0.45,0.4,0.75
Away,PASS,,2,83822,3352.88,83874,3354.96,Player23,Player22,0.38,0.75,0.37,1.0
Away,PASS,,2,83907,3356.28,83935,3357.4,Player22,Player20,0.35,1.0,0.43,0.85
Away,PASS,,2,83967,3358.68,83989,3359.56,Player20,Player21,0.43,0.83,0.4,0.63
Away,PASS,,2,84033,3361.32,84105,3364.2,Player21,Player15,0.36,0.57,0.32,0.12
Away,PASS,,2,84114,3364.56,84139,3365.56,Player15,Player19,0.31,0.11,0.25,0.06
Away,PASS,,2,84186,3367.44,84203,3368.12,Player19,Player21,0.29,0.13,0.27,0.27
Away,PASS,,2,84203,3368.12,84226,3369.04,Player21,Player19,0.27,0.27,0.32,0.22
Away,BALL LOST,INTERCEPTION,2,85489,3419.56,85521,3420.84,Player20,,0.31,0.29,0.08,0.44
Away,PASS,,2,86036,3441.44,86071,3442.84,Player20,Player22,0.0,0.99,0.08,0.95
Away,PASS,,2,86140,3445.6,86191,3447.64,Player22,Player19,0.04,0.92,0.19,0.54
Away,PASS,,2,86935,3477.4,87003,3480.12,Player15,Player16,0.64,0.13,0.72,0.21
Away,PASS,,2,87035,3481.4,87077,3483.08,Player16,Player17,0.72,0.21,0.78,0.5
Away,PASS,,2,87096,3483.84,87126,3485.04,Player17,Player18,0.78,0.51,0.71,0.8
Away,PASS,,2,87151,3486.04,87171,3486.84,Player18,Player20,0.71,0.8,0.69,0.65
Away,PASS,,2,87171,3486.84,87205,3488.2,Player20,Player23,0.69,0.65,0.52,0.76
Away,PASS,,2,88248,3529.92,88281,3531.24,Player20,Player21,0.53,0.76,0.5,0.59
Away,PASS,,2,88328,3533.12,88386,3535.44,Player21,Player16,0.52,0.59,0.56,0.26
Away,PASS,,2,88405,3536.2,88443,3537.72,Player16,Player15,0.56,0.25,0.44,0.03
Away,PASS,,2,88517,3540.68,88537,3541.48,Player15,Player21,0.44,0.12,0.41,0.24
Away,PASS,,2,88553,3542.12,88580,3543.2,Player21,Player24,0.39,0.22,0.38,0.07
Away,PASS,,2,88623,3544.92,88680,3547.2,Player24,Player16,0.47,0.04,0.7,0.13
Away,PASS,,2,88710,3548.4,88770,3550.8,Player16,Player17,0.71,0.18,0.72,0.59
Away,BALL LOST,INTERCEPTION,2,88960,3558.4,89033,3561.32,Player17,,0.52,0.78,0.29,0.11
Away,PASS,,2,89935,3597.4,89955,3598.2,Player21,Player20,0.66,0.65,0.57,0.62
Away,PASS,,2,89973,3598.92,90003,3600.12,Player20,Player24,0.54,0.6,0.42,0.35
Away,PASS,,2,90135,3605.4,90165,3606.6,Player24,Player19,0.17,0.28,0.06,0.33
Away,BALL LOST,INTERCEPTION,2,90913,3636.52,90951,3638.04,Player20,,0.02,0.97,0.04,0.62
Away,BALL LOST,INTERCEPTION,2,91019,3640.76,91037,3641.48,Player20,,0.03,0.88,0.04,0.71
Away,PASS,,2,91245,3649.8,91268,3650.72,Player21,Player24,0.34,0.98,0.38,0.97
Away,PASS,,2,91268,3650.72,91296,3651.84,Player24,Player20,0.38,0.97,0.34,0.83
Away,PASS,,2,91316,3652.64,91346,3653.84,Player20,Player19,0.36,0.81,0.41,0.62
Away,BALL OUT,,2,91426,3657.04,91520,3660.8,Player19,,0.34,0.48,0.19,-0.02
Away,BALL LOST,HEAD,2,93189,3727.56,93224,3728.96,Player21,,0.73,0.7,0.67,0.68
Away,BALL LOST,INTERCEPTION,2,93688,3747.52,93733,3749.32,Player17,,0.61,0.86,0.45,0.91
Away,PASS,,2,94517,3780.68,94574,3782.96,Player20,Player19,0.78,0.27,0.72,0.1
Away,BALL LOST,THEFT,2,94575,3783.0,94575,3783.0,Player19,,0.72,0.1,,
Away,BALL OUT,,2,94619,3784.76,94625,3785.0,Player19,,0.68,0.02,0.64,-0.03
Away,BALL LOST,,2,96604,3864.16,96671,3866.84,Player21,,0.77,0.78,0.79,0.9
Away,BALL LOST,GOAL KICK-INTERCEPTION,2,97429,3897.16,97536,3901.44,Player25,,0.99,0.6,0.42,0.31
Away,BALL OUT,,2,97775,3911.0,97810,3912.4,Player18,,0.84,0.65,1.01,0.37
Away,PASS,HEAD,2,98706,3948.24,98728,3949.12,Player17,Player20,0.95,0.44,0.86,0.59
Away,PASS,,2,98744,3949.76,98765,3950.6,Player20,Player23,0.86,0.59,0.88,0.4
Away,BALL LOST,,2,98765,3950.6,98788,3951.52,Player23,,0.88,0.4,0.79,0.36
Away,BALL LOST,,2,98887,3955.48,98911,3956.44,Player25,,0.98,0.46,0.97,0.42
Away,PASS,GOAL KICK,2,99718,3988.72,99764,3990.56,Player25,Player17,0.96,0.41,0.82,0.66
Away,PASS,,2,99853,3994.12,99875,3995.0,Player17,Player21,0.75,0.68,0.66,0.52
Away,PASS,,2,99901,3996.04,99951,3998.04,Player21,Player17,0.68,0.55,0.78,0.75
Away,BALL LOST,INTERCEPTION,2,99951,3998.04,100067,4002.68,Player17,,0.78,0.75,0.26,0.95
Away,PASS,,2,100193,4007.72,100223,4008.92,Player18,Player20,0.34,1.02,0.39,0.89
Away,PASS,,2,100223,4008.92,100245,4009.8,Player20,Player18,0.39,0.89,0.35,1.0
Away,BALL LOST,THEFT,2,100286,4011.44,100286,4011.44,Player18,,0.34,0.99,,
Away,PASS,,2,100664,4026.56,100721,4028.84,Player15,Player16,0.58,0.15,0.62,0.34
Away,PASS,,2,100825,4033.0,100873,4034.92,Player16,Player15,0.55,0.38,0.45,0.04
Away,PASS,,2,100969,4038.76,101007,4040.28,Player15,Player21,0.26,0.19,0.34,0.28
Away,PASS,,2,101028,4041.12,101093,4043.72,Player21,Player19,0.33,0.3,0.23,0.88
Away,BALL LOST,INTERCEPTION,2,101147,4045.88,101147,4045.88,Player19,,0.2,0.92,,
Away,PASS,,2,101273,4050.92,101310,4052.4,Player19,Player17,0.4,0.97,0.54,0.71
Away,PASS,,2,101380,4055.2,101405,4056.2,Player17,Player21,0.51,0.58,0.4,0.42
Away,PASS,,2,101496,4059.84,101574,4062.96,Player21,Player15,0.39,0.52,0.29,0.06
Away,PASS,,2,101655,4066.2,101687,4067.48,Player15,Player16,0.24,0.05,0.39,0.14
Away,PASS,,2,101747,4069.88,101795,4071.8,Player16,Player17,0.42,0.2,0.5,0.53
Away,PASS,,2,101821,4072.84,101863,4074.52,Player17,Player20,0.49,0.57,0.39,0.76
Away,PASS,,2,101901,4076.04,101918,4076.72,Player20,Player19,0.34,0.75,0.24,0.76
Away,BALL LOST,INTERCEPTION,2,101947,4077.88,101947,4077.88,Player19,,0.25,0.7,,
Away,PASS,,2,102043,4081.72,102083,4083.32,Player24,Player15,0.29,0.5,0.38,0.22
Away,PASS,,2,102118,4084.72,102148,4085.92,Player15,Player 26,0.36,0.18,0.2,0.07
Away,BALL LOST,INTERCEPTION,2,102196,4087.84,102223,4088.92,Player 26,,0.14,0.08,0.08,0.23
Away,BALL LOST,THEFT,2,102377,4095.08,102377,4095.08,Player 26,,0.1,0.06,,
Away,BALL OUT,,2,102491,4099.64,102524,4100.96,Player15,,0.09,0.03,0.08,-0.03
Away,PASS,HEAD,2,103221,4128.84,103286,4131.44,Player 26,Player16,0.21,0.04,0.35,0.06
Away,PASS,,2,103312,4132.48,103367,4134.68,Player16,Player17,0.37,0.07,0.5,0.36
Away,PASS,,2,103392,4135.68,103444,4137.76,Player17,Player20,0.5,0.45,0.42,0.69
Away,BALL LOST,,2,103553,4142.12,103621,4144.84,Player20,,0.27,0.6,0.34,0.37
Away,BALL LOST,HEAD,2,103939,4157.56,104042,4161.68,Player15,,0.94,0.46,0.96,0.05
Away,PASS,,2,104481,4179.24,104499,4179.96,Player16,Player20,0.93,0.55,0.88,0.63
Away,BALL LOST,INTERCEPTION,2,104537,4181.48,104584,4183.36,Player20,,0.86,0.67,0.64,0.88
Away,PASS,,2,105042,4201.68,105089,4203.56,Player16,Player15,0.84,0.48,0.8,0.33
Away,BALL LOST,FORCED,2,105089,4203.56,105089,4203.56,Player15,,0.8,0.33,,
Away,PASS,,2,106530,4261.2,106611,4264.44,Player25,Player23,0.87,0.44,0.33,0.71
Away,BALL LOST,,2,106611,4264.44,106628,4265.12,Player23,,0.33,0.71,0.3,0.73
Away,PASS,,2,107019,4280.76,107061,4282.44,Player18,Player17,0.5,1.01,0.63,0.83
Away,PASS,,2,107142,4285.68,107190,4287.6,Player17,Player16,0.62,0.67,0.66,0.38
Away,PASS,,2,107246,4289.84,107283,4291.32,Player16,Player15,0.62,0.29,0.59,0.08
Away,BALL LOST,INTERCEPTION,2,107305,4292.2,107345,4293.8,Player15,,0.59,0.07,0.29,0.05
Away,PASS,,2,107548,4301.92,107595,4303.8,Player15,Player16,0.51,0.11,0.64,0.12
Away,PASS,,2,107641,4305.64,107706,4308.24,Player16,Player17,0.62,0.23,0.61,0.62
Away,BALL LOST,,2,107934,4317.36,107975,4319.0,Player17,,0.41,0.83,0.22,0.82
Away,BALL LOST,INTERCEPTION,2,108160,4326.4,108160,4326.4,Player15,,0.3,0.52,,
Away,PASS,,2,108231,4329.24,108255,4330.2,Player20,Player19,0.33,0.62,0.31,0.54
Away,PASS,,2,108390,4335.6,108439,4337.56,Player21,Player24,0.36,0.5,0.21,0.18
Away,BALL OUT,CROSS,2,108481,4339.24,108596,4343.84,Player24,,0.16,0.19,0.01,1.01
Away,PASS,,2,111063,4442.52,111180,4447.2,Player25,Player24,0.86,0.38,0.39,0.08
Away,BALL LOST,INTERCEPTION,2,111232,4449.28,111232,4449.28,Player24,,0.28,0.03,,
Away,PASS,,2,111368,4454.72,111433,4457.32,Player24,Player15,0.19,-0.02,0.38,0.07
Away,PASS,,2,111460,4458.4,111487,4459.48,Player15,Player21,0.38,0.07,0.38,0.27
Away,PASS,,2,111505,4460.2,111530,4461.2,Player21,Player20,0.39,0.28,0.35,0.45
Away,PASS,,2,111530,4461.2,111570,4462.8,Player20,Player 26,0.35,0.45,0.24,0.52
Away,PASS,,2,111570,4462.8,111599,4463.96,Player 26,Player18,0.24,0.52,0.3,0.74
Away,PASS,,2,111621,4464.84,111646,4465.84,Player18,Player19,0.27,0.73,0.18,0.89
Away,PASS,,2,111673,4466.92,111713,4468.52,Player19,Player18,0.16,0.88,0.06,0.68
Away,PASS,CROSS,2,111713,4468.52,111758,4470.32,Player18,Player24,0.06,0.68,0.09,0.39
Away,PASS,GOAL KICK,2,118048,4721.92,118135,4725.4,Player25,Player 26,0.96,0.56,0.45,0.21
Away,BALL LOST,HEAD-INTERCEPTION,2,118135,4725.4,118159,4726.36,Player 26,,0.45,0.21,0.4,0.33
Away,PASS,HEAD,2,118379,4735.16,118412,4736.48,Player21,Player18,0.5,0.58,0.54,0.78
Away,BALL LOST,HAND BALL,2,118412,4736.48,118412,4736.48,Player18,,0.54,0.78,,
Away,BALL LOST,HAND BALL,2,119373,4774.92,119373,4774.92,Player19,,0.72,0.88,,
Away,BALL LOST,HEAD,2,120365,4814.6,120420,4816.8,Player21,,0.88,0.53,0.59,0.59
Away,PASS,HEAD,2,120640,4825.6,120717,4828.68,Player16,Player15,0.84,0.33,0.74,0.02
Away,PASS,,2,120717,4828.68,120747,4829.88,Player15,Player 26,0.74,0.02,0.63,0.14
Away,BALL LOST,INTERCEPTION,2,120753,4830.12,120775,4831.0,Player 26,,0.63,0.14,0.61,0.08
Away,PASS,,2,122918,4916.72,122942,4917.68,Player24,Player20,0.5,0.5,0.57,0.55
Away,PASS,,2,122962,4918.48,123022,4920.88,Player20,Player 26,0.56,0.54,0.46,0.07
Away,BALL LOST,THEFT,2,123185,4927.4,123185,4927.4,Player 26,,0.09,0.12,,
Away,PASS,,2,123425,4937.0,123447,4937.88,Player15,Player 26,0.06,0.01,0.02,0.03
Away,PASS,,2,123463,4938.52,123481,4939.24,Player 26,Player15,0.02,0.04,0.08,0.01
Away,PASS,,2,123525,4941.0,123585,4943.4,Player15,Player16,0.13,0.04,0.33,0.1
Away,PASS,,2,123585,4943.4,123635,4945.4,Player16,Player17,0.33,0.1,0.42,0.4
Away,PASS,,2,123692,4947.68,123741,4949.64,Player17,Player15,0.41,0.43,0.28,0.05
Away,PASS,,2,123781,4951.24,123809,4952.36,Player15,Player24,0.27,0.04,0.19,0.26
Away,BALL LOST,THEFT,2,123832,4953.28,123832,4953.28,Player24,,0.19,0.2,,
Away,PASS,GOAL KICK,2,125819,5032.76,125874,5034.96,Player25,Player16,0.96,0.56,0.8,0.35
Away,PASS,,2,125991,5039.64,126039,5041.56,Player16,Player17,0.7,0.33,0.73,0.63
Away,PASS,,2,126054,5042.16,126087,5043.48,Player17,Player18,0.73,0.63,0.65,0.86
Away,PASS,,2,126149,5045.96,126185,5047.4,Player18,Player17,0.62,0.88,0.75,0.67
Away,PASS,,2,126212,5048.48,126267,5050.68,Player17,Player15,0.76,0.62,0.67,0.06
Away,PASS,,2,126315,5052.6,126350,5054.0,Player15,Player20,0.64,0.02,0.57,0.27
Away,PASS,,2,126350,5054.0,126369,5054.76,Player20,Player 26,0.57,0.27,0.53,0.13
Away,PASS,,2,126381,5055.24,126423,5056.92,Player 26,Player24,0.53,0.14,0.4,0.09
Away,BALL LOST,THEFT,2,126462,5058.48,126462,5058.48,Player24,,0.4,0.03,,
Away,PASS,,2,126632,5065.28,126675,5067.0,Player15,Player16,0.42,-0.01,0.56,0.08
Away,PASS,,2,126712,5068.48,126763,5070.52,Player16,Player17,0.55,0.14,0.58,0.55
Away,PASS,,2,126784,5071.36,126819,5072.76,Player17,Player21,0.56,0.58,0.46,0.76
Away,PASS,,2,126927,5077.08,126962,5078.48,Player21,Player17,0.46,0.78,0.55,0.63
Away,PASS,,2,126987,5079.48,127022,5080.88,Player17,Player16,0.55,0.6,0.53,0.25
Away,PASS,,2,127051,5082.04,127091,5083.64,Player16,Player15,0.51,0.18,0.37,0.03
Away,PASS,,2,127118,5084.72,127179,5087.16,Player15,Player24,0.33,0.03,0.13,0.07
Away,PASS,,2,127179,5087.16,127233,5089.32,Player24,Player20,0.13,0.07,0.19,0.29
Away,BALL LOST,,2,127233,5089.32,127236,5089.44,Player20,,0.19,0.29,0.17,0.27
Away,BALL LOST,,2,127376,5095.04,127550,5102.0,Player17,,0.59,0.47,0.76,0.93
Away,PASS,,2,129863,5194.52,129899,5195.96,Player18,Player19,0.73,0.97,0.66,0.94
Away,PASS,,2,130216,5208.64,130247,5209.88,Player21,Player20,0.59,0.75,0.56,0.64
Away,PASS,,2,130698,5227.92,130726,5229.04,Player20,Player24,0.49,0.6,0.4,0.47
Away,PASS,,2,130726,5229.04,130757,5230.28,Player24,Player16,0.4,0.47,0.51,0.35
Away,PASS,,2,130848,5233.92,130869,5234.76,Player16,Player20,0.42,0.21,0.38,0.33
Away,PASS,,2,130896,5235.84,130920,5236.8,Player20,Player23,0.37,0.35,0.25,0.54
Away,PASS,,2,130937,5237.48,130962,5238.48,Player23,Player24,0.25,0.53,0.19,0.4
Away,BALL LOST,INTERCEPTION,2,133541,5341.64,133579,5343.16,Player21,,0.53,0.85,0.38,0.45
Away,PASS,,2,133756,5350.24,133779,5351.16,Player18,Player21,0.52,1.01,0.52,0.92
Away,PASS,,2,133845,5353.8,133897,5355.88,Player21,Player16,0.52,0.86,0.64,0.46
Away,PASS,,2,133897,5355.88,133944,5357.76,Player16,Player17,0.64,0.46,0.68,0.76
Away,BALL LOST,INTERCEPTION,2,133991,5359.64,134048,5361.92,Player17,,0.65,0.82,0.34,0.7
Away,PASS,,2,134184,5367.36,134235,5369.4,Player21,Player23,0.62,0.53,0.61,0.32
Away,PASS,,2,134243,5369.72,134268,5370.72,Player23,Player15,0.62,0.3,0.68,0.25
Away,PASS,,2,134268,5370.72,134290,5371.6,Player15,Player20,0.68,0.25,0.6,0.33
Away,PASS,,2,134290,5371.6,134310,5372.4,Player20,Player23,0.6,0.33,0.58,0.16
Away,PASS,,2,134310,5372.4,134340,5373.6,Player23,Player15,0.58,0.16,0.68,0.16
Away,PASS,,2,134356,5374.24,134383,5375.32,Player15,Player16,0.68,0.15,0.75,0.29
Away,PASS,,2,134407,5376.28,134427,5377.08,Player16,Player20,0.76,0.3,0.68,0.37
Away,PASS,,2,134529,5381.16,134549,5381.96,Player20,Player 26,0.52,0.33,0.39,0.31
Away,PASS,,2,134612,5384.48,134653,5386.12,Player 26,Player15,0.36,0.25,0.29,0.05
Away,PASS,,2,134673,5386.92,134685,5387.4,Player15,Player24,0.26,0.04,0.23,0.03
Away,BALL LOST,INTERCEPTION,2,134773,5390.92,134793,5391.72,Player24,,0.2,0.19,0.17,0.37
Away,BALL LOST,INTERCEPTION,2,134902,5396.08,134962,5398.48,Player16,,0.36,0.3,0.19,0.74
Away,PASS,,2,135016,5400.64,135072,5402.88,Player19,Player18,0.23,0.89,0.37,0.83
